id_level1;inform_level1;weight1;id_level2;inform_level2;weight2;id_level3;inform_level3;weight3;id_overall;weight_overall;admin_level;year;retention_period;source_quality;variable;source_link;country_code;country_name
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;2;Inequality;0.25;2.1.2;0.03125;3;2011;5;3;Inequality;https://data.humdata.org/dataset/poverty-and-population;ECU;Ecuador
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;3;Aid Dependency;0.25;2.1.3;0.03125;3;;;;;;ECU;Ecuador
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;1;Uprooted people;0.5;2.2.1;0.0625;3;;;;;;ECU;Ecuador
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;2;Health Conditions;0.125;2.2.2;0.015625;3;;;;;;ECU;Ecuador
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;3;Children U5;0.125;2.2.3;0.015625;3;;;;;;ECU;Ecuador
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;4;Recent Shocks;0.125;2.2.4;0.015625;3;;;;;;ECU;Ecuador
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;5;Food Security;0.125;2.2.5;0.015625;3;;;;;;ECU;Ecuador
3;Coping Capacity;0.25;1;Institutional;0.5;1;DRR;0.5;3.1.1;0.0625;3;;;;;;ECU;Ecuador
3;Coping Capacity;0.25;1;Institutional;0.5;2;Governance;0.5;3.1.2;0.0625;3;;;;;;ECU;Ecuador
3;Coping Capacity;0.25;2;Infrastructure;0.5;1;Communication;0.333333333;3.2.1;0.041666667;3;;;;;;ECU;Ecuador
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;3;2000;20;3;Travel time to nearest city;http://forobs.jrc.ec.europa.eu/products/gam/download.php;ECU;Ecuador
3;Coping Capacity;0.25;2;Infrastructure;0.5;3;Access to health care;0.333333333;3.2.3;0.041666667;3;;;;;;ECU;Ecuador
0;CODs;0.25;1;Admin-boundaries;0.5;1;Admin-boundaries;1;0.1.1;0.125;3;;;;;;ECU;Ecuador
0;CODs;0.25;2;Population;0.5;1;Population;1;0.2.1;0.125;3;2011;;;Population;https://data.humdata.org/dataset/poverty-and-population;ECU;Ecuador
1;Hazards;0.25;1;Natural;0.5;1;Earthquake;0.2;1.1.1;0.025;1;2010;10;3;Earthquake exposure;http://preview.grid.unep.ch/index.php?preview=data&events=earthquakes&evcat=6&lang=eng;PER;Peru
1;Hazards;0.25;1;Natural;0.5;2;Flood;0.2;1.1.2;0.025;1;2010;10;3;Flood exposure;http://preview.grid.unep.ch/index.php?preview=data&events=floods&evcat=5&lang=eng;PER;Peru
1;Hazards;0.25;1;Natural;0.5;3;Tsunami;0.2;1.1.3;0.025;1;2010;10;3;Tsunami exposure;http://preview.grid.unep.ch/index.php?preview=data&events=tsunamis&evcat=3&lang=eng;PER;Peru
1;Hazards;0.25;1;Natural;0.5;4;Tropical Cyclone;0.2;1.1.4;0.025;1;;;;;;PER;Peru
1;Hazards;0.25;1;Natural;0.5;5;Drought;0.2;1.1.5;0.025;1;2010;10;3;Drought exposure;http://preview.grid.unep.ch/index.php?preview=data&events=droughts&evcat=4&lang=eng;PER;Peru
1;Hazards;0.25;2;Human;0.5;1;Projected Conflict Risk;0.5;1.2.1;0.0625;1;;;;;;PER;Peru
1;Hazards;0.25;2;Human;0.5;2;Current Highly Violent Conflict Intensity;0.5;1.2.2;0.0625;1;;;;;;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;1;2016;5;;% strong roof type;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;1;2016;5;;% strong wall type;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;1;2013;;;% analphabetism;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;1;2013;;;Poverty incidence;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;2;Inequality;0.25;2.1.2;0.03125;1;;;;;;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;3;Aid Dependency;0.25;2.1.3;0.03125;1;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;1;Uprooted people;0.5;2.2.1;0.0625;1;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;2;Health Conditions;0.125;2.2.2;0.015625;1;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;3;Children U5;0.125;2.2.3;0.015625;1;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;4;Recent Shocks;0.125;2.2.4;0.015625;1;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;5;Food Security;0.125;2.2.5;0.015625;1;;;;% malnutrition U5 children;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
3;Coping Capacity;0.25;1;Institutional;0.5;1;DRR;0.5;3.1.1;0.0625;1;;;;;;PER;Peru
3;Coping Capacity;0.25;1;Institutional;0.5;2;Governance;0.5;3.1.2;0.0625;1;;;;;;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;1;Communication;0.333333333;3.2.1;0.041666667;1;2016;;;% with mobile access;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;1;Communication;0.333333333;3.2.1;0.041666667;1;2016;;;% with internet access;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;1;2016;;;% with drinking water;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;1;2016;;;% with improved sanitation;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;1;2016;;;Nr. of educational facilities per 10,000 people;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;1;2000;20;3;Travel time to nearest city;http://forobs.jrc.ec.europa.eu/products/gam/download.php;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;3;Access to health care;0.333333333;3.2.3;0.041666667;1;2016;;;Nr. of health facilities per 10,000 people;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
0;CODs;0.25;1;Admin-boundaries;0.5;1;Admin-boundaries;1;0.1.1;0.125;1;;;;;;PER;Peru
0;CODs;0.25;2;Population;0.5;1;Population;1;0.2.1;0.125;1;2015;;;Population;http://www.inei.gob.pe/estadisticas/indice-tematico/poblacion-y-vivienda/;PER;Peru
1;Hazards;0.25;1;Natural;0.5;1;Earthquake;0.2;1.1.1;0.025;2;2010;10;3;Earthquake exposure;http://preview.grid.unep.ch/index.php?preview=data&events=earthquakes&evcat=6&lang=eng;PER;Peru
1;Hazards;0.25;1;Natural;0.5;2;Flood;0.2;1.1.2;0.025;2;2010;10;3;Flood exposure;http://preview.grid.unep.ch/index.php?preview=data&events=floods&evcat=5&lang=eng;PER;Peru
1;Hazards;0.25;1;Natural;0.5;3;Tsunami;0.2;1.1.3;0.025;2;2010;10;3;Tsunami exposure;http://preview.grid.unep.ch/index.php?preview=data&events=tsunamis&evcat=3&lang=eng;PER;Peru
1;Hazards;0.25;1;Natural;0.5;4;Tropical Cyclone;0.2;1.1.4;0.025;2;;;;;;PER;Peru
1;Hazards;0.25;1;Natural;0.5;5;Drought;0.2;1.1.5;0.025;2;2010;10;3;Drought exposure;http://preview.grid.unep.ch/index.php?preview=data&events=droughts&evcat=4&lang=eng;PER;Peru
1;Hazards;0.25;2;Human;0.5;1;Projected Conflict Risk;0.5;1.2.1;0.0625;2;;;;;;PER;Peru
1;Hazards;0.25;2;Human;0.5;2;Current Highly Violent Conflict Intensity;0.5;1.2.2;0.0625;2;;;;;;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;2;2016;5;;% strong roof type;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;2;2016;5;;% strong wall type;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;2;2013;;;% analphabetism;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;2;2013;;;Poverty incidence;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;2;Inequality;0.25;2.1.2;0.03125;2;;;;;;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;3;Aid Dependency;0.25;2.1.3;0.03125;2;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;1;Uprooted people;0.5;2.2.1;0.0625;2;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;2;Health Conditions;0.125;2.2.2;0.015625;2;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;3;Children U5;0.125;2.2.3;0.015625;2;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;4;Recent Shocks;0.125;2.2.4;0.015625;2;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;5;Food Security;0.125;2.2.5;0.015625;2;;;;% malnutrition U5 children;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
3;Coping Capacity;0.25;1;Institutional;0.5;1;DRR;0.5;3.1.1;0.0625;2;;;;;;PER;Peru
3;Coping Capacity;0.25;1;Institutional;0.5;2;Governance;0.5;3.1.2;0.0625;2;;;;;;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;1;Communication;0.333333333;3.2.1;0.041666667;2;2016;;;% with mobile access;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;1;Communication;0.333333333;3.2.1;0.041666667;2;2016;;;% with internet access;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;2;2016;;;% with drinking water;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;2;2016;;;% with improved sanitation;http://iinei.inei.gob.pe/iinei/srienaho/descarga/SPSS/546-Modulo01.zip;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;2;2016;;;Nr. of educational facilities per 10,000 people;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;2;2000;20;3;Travel time to nearest city;http://forobs.jrc.ec.europa.eu/products/gam/download.php;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;3;Access to health care;0.333333333;3.2.3;0.041666667;2;2016;;;Nr. of health facilities per 10,000 people;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
0;CODs;0.25;1;Admin-boundaries;0.5;1;Admin-boundaries;1;0.1.1;0.125;2;;;;;;PER;Peru
0;CODs;0.25;2;Population;0.5;1;Population;1;0.2.1;0.125;2;2015;;;Population;http://www.inei.gob.pe/estadisticas/indice-tematico/poblacion-y-vivienda/;PER;Peru
1;Hazards;0.25;1;Natural;0.5;1;Earthquake;0.2;1.1.1;0.025;3;2010;10;3;Earthquake exposure;http://preview.grid.unep.ch/index.php?preview=data&events=earthquakes&evcat=6&lang=eng;PER;Peru
1;Hazards;0.25;1;Natural;0.5;2;Flood;0.2;1.1.2;0.025;3;2010;10;3;Flood exposure;http://preview.grid.unep.ch/index.php?preview=data&events=floods&evcat=5&lang=eng;PER;Peru
1;Hazards;0.25;1;Natural;0.5;3;Tsunami;0.2;1.1.3;0.025;3;2010;10;3;Tsunami exposure;http://preview.grid.unep.ch/index.php?preview=data&events=tsunamis&evcat=3&lang=eng;PER;Peru
1;Hazards;0.25;1;Natural;0.5;4;Tropical Cyclone;0.2;1.1.4;0.025;3;;;;;;PER;Peru
1;Hazards;0.25;1;Natural;0.5;5;Drought;0.2;1.1.5;0.025;3;2010;10;3;Drought exposure;http://preview.grid.unep.ch/index.php?preview=data&events=droughts&evcat=4&lang=eng;PER;Peru
1;Hazards;0.25;2;Human;0.5;1;Projected Conflict Risk;0.5;1.2.1;0.0625;3;;;;;;PER;Peru
1;Hazards;0.25;2;Human;0.5;2;Current Highly Violent Conflict Intensity;0.5;1.2.2;0.0625;3;;;;;;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;3;2013;;;% analphabetism;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;1;Development & Deprivation;0.5;2.1.1;0.0625;3;2013;;;Poverty incidence;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;2;Inequality;0.25;2.1.2;0.03125;3;;;;;;PER;Peru
2;Vulnerability;0.25;1;Socio-Economic Vulnerability;0.5;3;Aid Dependency;0.25;2.1.3;0.03125;3;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;1;Uprooted people;0.5;2.2.1;0.0625;3;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;2;Health Conditions;0.125;2.2.2;0.015625;3;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;3;Children U5;0.125;2.2.3;0.015625;3;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;4;Recent Shocks;0.125;2.2.4;0.015625;3;;;;;;PER;Peru
2;Vulnerability;0.25;2;Vulnerable Groups;0.5;5;Food Security;0.125;2.2.5;0.015625;3;;;;% malnutrition U5 children;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
3;Coping Capacity;0.25;1;Institutional;0.5;1;DRR;0.5;3.1.1;0.0625;3;;;;;;PER;Peru
3;Coping Capacity;0.25;1;Institutional;0.5;2;Governance;0.5;3.1.2;0.0625;3;;;;;;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;1;Communication;0.333333333;3.2.1;0.041666667;3;;;;;;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;3;2016;;;Nr. of educational facilities per 10,000 people;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;2;Physical infrastructure;0.333333333;3.2.2;0.041666667;3;2000;20;3;Travel time to nearest city;http://forobs.jrc.ec.europa.eu/products/gam/download.php;PER;Peru
3;Coping Capacity;0.25;2;Infrastructure;0.5;3;Access to health care;0.333333333;3.2.3;0.041666667;3;2016;;;Nr. of health facilities per 10,000 people;http://www.cenepred.gob.pe/web/escenarios-de-riesgos/;PER;Peru
0;CODs;0.25;1;Admin-boundaries;0.5;1;Admin-boundaries;1;0.1.1;0.125;3;;;;;;PER;Peru
0;CODs;0.25;2;Population;0.5;1;Population;1;0.2.1;0.125;3;2015;;;Population;http://www.inei.gob.pe/estadisticas/indice-tematico/poblacion-y-vivienda/;PER;Peru
